id,model,sku,retail_price,weboffer_price,name,category,manufacturer,description,availability,quantity,weight,transportational_weight,date_expected,main_image,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,attribute,attribute.1,attribute.2,attribute.3,attribute.4,attribute.5,attribute.6,attribute.7,attribute.8,attribute.9,attribute.10,attribute.11,attribute.12,attribute.13,attribute.14,attribute.15,attribute.16,attribute.17,attribute.18,attribute.19,attribute.20,attribute.21,attribute.22,attribute.23,attribute.24,attribute.25,attribute.26,attribute.27,attribute.28,attribute.29,attribute.30,attribute.31,attribute.32,attribute.33,Merged Images
10518,216044,"GP042-0133,1",148.0,119.0,"Стена конзола Ursula Megapap орех 120x35,5x90см.",Мебели за вътрешно пространство > Конзоли,MEGAPAP,"Стена конзола от меламин Ursula Megapap в цвят орех 120x35,5x90см. Технически характеристики: 	Цвят: орех	Размери: Дължина 120 x Дълбочина 35,5 x Височина 90 см.	Дебелина на меламина: 18мм.	Разполага с едно голямо чекмедже.	Специално проектирани дръжки.	Изработена от ПДЧ с покритие от меламин с високо качество и устойчивост на износване и време.	Металът е изработен с DKP, не ръждясва и е боядисан с устойчива на надраскване електростатична прахова боя.	Материалите за изработка са безвредни за околната среда и здравето, не съдържат канцерогенни вещества и отговарят на европейските стандарти за качество Е1.	Разполага с сертификат TSE и ISO 9001.	Идеална за вашето домашно и професионално пространство. Внимание на имитациите: Подобни дизайни на мебели могат да се предлагат на пазара на по-ниска цена, но с различни материали за изработка. Винаги проверявайте дебелината на ПДЧ-то и най-вече дали покритието е истински меламин или хартомеламин (Paperwood). Разликата в качеството и устойчивостта е голяма, меламинът и хартомеламинът нямат нищо общо помежду си. Забележки: Продуктът се доставя неасемблиран в заводската си опаковка с подробни инструкции за сглобяване. Цветовият нюанс на продукта може да се различава леко в сравнение с фотографското му изображение на екрана ви.",In Stock,4,23.3,0.075354,,"https://www.megapap.com/image/catalog/products/GP042-0133,1-0.jpg","https://www.megapap.com/image/catalog/products/GP042-0133,1-1.jpg","https://www.megapap.com/image/catalog/products/GP042-0133,1-2.jpg","https://www.megapap.com/image/catalog/products/GP042-0133,1-3.jpg","https://www.megapap.com/image/catalog/products/GP042-0133,1-4.jpg","https://www.megapap.com/image/catalog/products/GP042-0133,1-5.jpg",,,,,,Брой пакети на брой: 2,"Дълбочина настроена см: 35,5","Кила опаковка кг: 23,3","Кило парче кг: 22,3","Кубичен контейнер cbm: 0,07","Кубичен кашон mmm: 0,07","Кубичен елемент cbm: 0,07","Кубичен елемент mmm: 0,07",Дължина на кутията см: КУТИЯ A: 127 КУТИЯ B: 78,Дължина в см: 120,Дебелина на плочите в мм: 18,Ширина на кутията см: КУТИЯ A: 41 КУТИЯ B: 15,Височина на кутията см: КУТИЯ A: 12 КУТИЯ B: 11,Височина в см: 90,Материал на изработка: Меламин,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP042-0133,1-0.jpg, https://www.megapap.com/image/catalog/products/GP042-0133,1-1.jpg, https://www.megapap.com/image/catalog/products/GP042-0133,1-2.jpg, https://www.megapap.com/image/catalog/products/GP042-0133,1-3.jpg, https://www.megapap.com/image/catalog/products/GP042-0133,1-4.jpg, https://www.megapap.com/image/catalog/products/GP042-0133,1-5.jpg"
10519,216052,"GP042-0140,2",62.0,49.0,Стенен огледало Glob Megapap орех 59x2x59см.,Мебели за вътрешно пространство > Огледала,MEGAPAP,"Стена огледало Glob Megapap от меламин в цвят орех 59x2x59см. Технически характеристики: 	Цвят: орех	Размери: Дължина 59 x Дълбочина 2 x Височина 59 см.	Размери на огледалото: Дължина 56 x Височина 56 см.	Дебелина на меламина: 18мм.	Изработен от ПДЧ с покритие от меламин с високо качество и устойчивост на износване и време.	Материалите за изработка са безвредни за околната среда и здравето, не съдържат канцерогенни вещества и отговарят на европейските стандарти за качество Е1.	Разполага с сертификат TSE и ISO 9001.	Идеален за вашето домашно и професионално пространство. Забележки: Продуктът се доставя неасемблиран в заводската си опаковка с подробни инструкции за сглобяване. Цветовият нюанс на продукта може да се различава леко в сравнение с фотографското му изображение на екрана ви.",In Stock,14,6.8,0.03094,,"https://www.megapap.com/image/catalog/products/GP042-0140,2-0.jpg","https://www.megapap.com/image/catalog/products/GP042-0140,2-1.jpg","https://www.megapap.com/image/catalog/products/GP042-0140,2-2.jpg",,,,,,,,,Брой пакети на брой: 1,Дълбочина настроена см: 2,"Кила опаковка кг: 6,8","Кило парче кг: 6,5","Обем на кутия cbm: 0,03","Обем на кутия mmm: 0,03","Кубичен елемент cbm: 0,03","Обем на парче mmm: 0,03",Дължина на кутията см: 68,Дължина в изправено положение см: 59,Дебелина на плочите в мм: 18,Ширина на кутията см: 65,Височина на кутията в см: 7,Височина в изправено положение см: 59,Материал на изработка: Меламин,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP042-0140,2-0.jpg, https://www.megapap.com/image/catalog/products/GP042-0140,2-1.jpg, https://www.megapap.com/image/catalog/products/GP042-0140,2-2.jpg"
10523,216043,"GP042-0132,1",148.0,119.0,"Стена конзола Forest Megapap маслинено - орех 120x35x89,3см.",Мебели за вътрешно пространство > Конзоли,MEGAPAP,"Стена конзола от меламин Forest Megapap в цвят маслинено - орехово 120x35x89,3 см. Технически характеристики: 	Цвят: маслинено - орехово	Размери: Дължина 120 x Дълбочина 35 x Височина 89,3 см.	Дебелина на меламина: 18 мм.	Съдържа едно голямо чекмедже.	Изработена от ПДЧ с покритие от меламин с високо качество и устойчивост на износване и време.	Материалите за производство са безвредни за околната среда и здравето, не съдържат канцерогенни вещества и отговарят на европейските стандарти за качество Е1.	Разполага с сертификат TSE и ISO 9001.	Идеална за вашето домашно и професионално пространство. Внимание на имитациите: Подобни дизайни на мебели могат да се предлагат на пазара на по-ниска цена, но с различни материали за производство. Винаги проверявайте дебелината на ПДЧ и най-вече дали покритието е истински меламин или хартомеламин (Paperwood). Разликата в качеството и устойчивостта е голяма, меламинът и хартомеламинът нямат нищо общо помежду си. Забележки: Продуктът се доставя неасемблиран в заводската си опаковка с подробни инструкции за сглобяване. Цветовият нюанс на продукта може да се различава леко от фотографското му изображение на екрана ви.",In Stock,12,22.3,0.0744,,"https://www.megapap.com/image/catalog/products/GP042-0132,1-0.jpg","https://www.megapap.com/image/catalog/products/GP042-0132,1-1.jpg","https://www.megapap.com/image/catalog/products/GP042-0132,1-2.jpg","https://www.megapap.com/image/catalog/products/GP042-0132,1-3.jpg","https://www.megapap.com/image/catalog/products/GP042-0132,1-4.jpg","https://www.megapap.com/image/catalog/products/GP042-0132,1-5.jpg","https://www.megapap.com/image/catalog/products/GP042-0132,1-6.jpg",,,,,Брой пакети на брой: 2,Дълбочина в см: 35,"Кила опаковка кг: 22,3","Кило парче кг: 21,3","Кубичен контейнер cbm: 0,07","Кубичен кашон mmm: 0,07","Кубичен елемент cbm: 0,07","Кубичен елемент mmm: 0,07",Дължина на кутията см: КУТИЯ A: 130 КУТИЯ B: 80,Дължина в см: 120,Дебелина на плочите в мм: 18,Ширина на кутията см: КУТИЯ A: 40 КУТИЯ B: 15,Височина на кутията см: КУТИЯ A: 12 КУТИЯ B: 10,"Височина в изправено положение см: 89,3",Материал на изработка: Меламин,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP042-0132,1-0.jpg, https://www.megapap.com/image/catalog/products/GP042-0132,1-1.jpg, https://www.megapap.com/image/catalog/products/GP042-0132,1-2.jpg, https://www.megapap.com/image/catalog/products/GP042-0132,1-3.jpg, https://www.megapap.com/image/catalog/products/GP042-0132,1-4.jpg, https://www.megapap.com/image/catalog/products/GP042-0132,1-5.jpg, https://www.megapap.com/image/catalog/products/GP042-0132,1-6.jpg"
10526,216051,"GP042-0140,1",62.0,49.0,Стенен огледало Glob Megapap бяло 59x2x59см.,Мебели за вътрешно пространство > Огледала,MEGAPAP,"Стена огледало Glob Megapap от меламин в цвят бял 59x2x59 см. Технически характеристики: 	Цвят: бял	Размери: Дължина 59 x Дълбочина 2 x Височина 59 см.	Размери на огледалото: Дължина 56 x Височина 56 см.	Дебелина на меламина: 18 мм.	Изработен от ПДЧ с покритие от меламин с високо качество и устойчивост на износване и време.	Материалите за производство са безвредни за околната среда и здравето, не съдържат канцерогенни вещества и отговарят на европейските стандарти за качество Е1.	Разполага с сертификат TSE и ISO 9001.	Идеален за вашето домашно и професионално пространство. Забележки: Продуктът се доставя неасемблиран в заводската си опаковка с подробни инструкции за сглобяване. Цветовият нюанс на продукта може да се различава леко от фотографското му изображение на екрана ви.",In Stock,11,6.8,0.03094,,"https://www.megapap.com/image/catalog/products/GP042-0140,1-0.jpg","https://www.megapap.com/image/catalog/products/GP042-0140,1-1.jpg","https://www.megapap.com/image/catalog/products/GP042-0140,1-2.jpg",,,,,,,,,Брой пакети на брой: 1,Дълбочина настроена см: 2,"Кила опаковка кг: 6,8","Кило парче кг: 6,5","Обем на кутия cbm: 0,03","Обем на кутия mmm: 0,03","Кубичен елемент cbm: 0,03","Обем на парче mmm: 0,03",Дължина на кутията см: 68,Дължина в изправено положение см: 59,Дебелина на плочите в мм: 18,Ширина на кутията см: 65,Височина на кутията в см: 7,Височина в изправено положение см: 59,Материал на изработка: Меламин,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP042-0140,1-0.jpg, https://www.megapap.com/image/catalog/products/GP042-0140,1-1.jpg, https://www.megapap.com/image/catalog/products/GP042-0140,1-2.jpg"
10528,216046,"GP042-0135,1",92.0,75.0,"Конзола Gravity Megapap черен мраморен ефект - злато 90x29,6x76,8см.",Мебели за вътрешно пространство > Конзоли,MEGAPAP,"Конзола от меламин Gravity Megapap в цвят черен с ефект на мрамор - златен 90x29,6x76,8 см. Технически характеристики: 	Цвят: черен - черен ефект на мрамор - златен	Размери: Дължина 90 x Дълбочина 29,6 x Височина 76,8 см.	Дебелина на меламина: 18 мм.	Изработена от ПДЧ с покритие от меламин с високо качество и устойчивост на износване и време.	Златната предна част на конзолата е изработена от метал с отлично качество.	Металът не ръждясва и е боядисан с устойчива на надраскване електростатична прахова боя.	Материалите за производство са безвредни за околната среда и здравето, не съдържат канцерогенни вещества и отговарят на европейските стандарти за качество Е1.	Разполага с сертификат TSE и ISO 9001.	Идеална за вашето домашно и професионално пространство. Внимание на имитациите: Подобни дизайни на мебели могат да се предлагат на пазара на по-ниска цена, но с различни материали за производство. Винаги проверявайте дебелината на ПДЧ и най-вече дали покритието е истински меламин или хартомеламин (Paperwood). Разликата в качеството и устойчивостта е голяма, меламинът и хартомеламинът нямат нищо общо помежду си. Забележки: Продуктът се доставя неасемблиран в заводската си опаковка с подробни инструкции за сглобяване. Цветовият нюанс на продукта може да се различава леко от фотографското му изображение на екрана ви.",In Stock,14,10.7,0.041904,24/11/2025,"https://www.megapap.com/image/catalog/products/GP042-0135,1-0.jpg","https://www.megapap.com/image/catalog/products/GP042-0135,1-1.jpg","https://www.megapap.com/image/catalog/products/GP042-0135,1-2.jpg","https://www.megapap.com/image/catalog/products/GP042-0135,1-3.jpg","https://www.megapap.com/image/catalog/products/GP042-0135,1-4.jpg",,,,,,,Брой пакети на брой: 1,"Дълбочина настроена см: 29,6","Кила опаковка кг: 10,7","Кило парче кг: 9,5","Кубичен контейнер cbm: 0,04","Кубичен кашон mmm: 0,04","Обем на парче cbm: 0,04","Кубичен елемент mmm: 0,04",Дължина на кутията см: 97,Дължина в см: 90,Дебелина на плочите в мм: 18,Ширина на кутията см: 36,Височина на кутията см: 12,"Височина в изправено положение см: 76,8",Материал на изработка: Меламин,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP042-0135,1-0.jpg, https://www.megapap.com/image/catalog/products/GP042-0135,1-1.jpg, https://www.megapap.com/image/catalog/products/GP042-0135,1-2.jpg, https://www.megapap.com/image/catalog/products/GP042-0135,1-3.jpg, https://www.megapap.com/image/catalog/products/GP042-0135,1-4.jpg"
10529,216062,"GP042-0148,1",159.0,129.0,"Кухненски - баня шкаф Montana Megapap бяло 59,4x31,5x140см.",Мебели за вътрешно пространство > Мебели за кухня,MEGAPAP,"Кухненски шкаф - баня Montana Megapap от меламин цвят бял 59,4x31,5x140см. Технически характеристики: 	Цвят: бял 	Размери: Дължина 59,4 x Дълбочина 31,5 x Височина 140 см.	Дебелина на меламина: 18мм.	Шкаф за многократна употреба. Благодарение на модерен дизайн, можете лесно да го използвате в кухнята, детската стая, банята и на много места в дома си.	Изработен от ПДЧ с покритие от меламин с високо качество и устойчивост на износване и време.	Материалите за производство са безвредни за околната среда и здравето, не съдържат канцерогенни вещества и отговарят на европейските стандарти за качество Е1.	Разполага с сертификат TSE и ISO 9001.	Идеален за вашето домашно и професионално пространство. Внимание на имитациите: Подобни дизайни на мебели могат да се предлагат на пазара на по-ниска цена, но с различни материали за производство. Винаги проверявайте дебелината на ПДЧ и най-вече дали покритието е истински меламин или хартомеламин (Paperwood). Разликата в качеството и устойчивостта е голяма, меламинът и хартомеламинът нямат нищо общо помежду си. Забележки: Продуктът се доставя неасемблиран в заводската си опаковка с подробни инструкции за сглобяване. Цветовият нюанс на продукта може да се различава леко от фотографското му изображение на екрана ви.",In Stock,2,34.8,0.1064,27/10/2025,"https://www.megapap.com/image/catalog/products/GP042-0148,1-0.jpg","https://www.megapap.com/image/catalog/products/GP042-0148,1-1.jpg","https://www.megapap.com/image/catalog/products/GP042-0148,1-2.jpg","https://www.megapap.com/image/catalog/products/GP042-0148,1-3.jpg",,,,,,,,Брой пакети на брой: 1,"Дълбочина настроена см: 31,5","Кила опаковка кг: 34,8",Кило парче кг: 33,"Кубичен контейнер cbm: 0,1","Обем на кутия mmm: 0,1","Кубичен елемент cbm: 0,1","Обем на парче mmm: 0,1",Дължина на кутията см: 140,"Дължина в положение cm: 59,4",Дебелина на плочите в мм: 18,Ширина на кутията см: 38,Височина на кутията см: 20,Височина в см: 140,Материал на изработка: Меламин,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP042-0148,1-0.jpg, https://www.megapap.com/image/catalog/products/GP042-0148,1-1.jpg, https://www.megapap.com/image/catalog/products/GP042-0148,1-2.jpg, https://www.megapap.com/image/catalog/products/GP042-0148,1-3.jpg"
10530,216050,"GP042-0139,1",55.0,45.0,Баня огледало Costa Megapap черно 45x12x75см.,Мебели за вътрешно пространство > Огледала,MEGAPAP,"Стенно огледало Costa Megapap от меламин цвят черен 45x12x75см. Технически характеристики: 	Цвят: черен	Размери: Дължина 45 x Дълбочина 12 x Височина 75 см.	Дебелина на меламина: 18мм.	Изработен от ПДЧ с покритие от меламин с високо качество и устойчивост на износване и време.	Материалите за производство са безвредни за околната среда и здравето, не съдържат канцерогенни вещества и отговарят на европейските стандарти за качество Е1.	Разполага с сертификат TSE и ISO 9001.	Идеален за вашето домашно и професионално пространство. Забележки: Продуктът се доставя неасемблиран в заводската си опаковка с подробни инструкции за сглобяване. Цветовият нюанс на продукта може да се различава леко от фотографското му изображение на екрана ви.",In Stock,10,8.3,0.03395,,"https://www.megapap.com/image/catalog/products/GP042-0139,1-0.jpg","https://www.megapap.com/image/catalog/products/GP042-0139,1-1.jpg","https://www.megapap.com/image/catalog/products/GP042-0139,1-2.jpg","https://www.megapap.com/image/catalog/products/GP042-0139,1-3.jpg",,,,,,,,Брой пакети на брой: 1,Дълбочина настроена см: 12,"Кила опаковка кг: 8,3","Кило парче кг: 7,5","Обем на кутия cbm: 0,03","Кубичен елемент cbm: 0,03",Дължина на кутията см: 97,Дължина в см: 45,Дебелина на плочите в мм: 18,Ширина на кутията см: 50,Височина на кутията в см: 7,Височина в см: 75,Материал на изработка: Меламин,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP042-0139,1-0.jpg, https://www.megapap.com/image/catalog/products/GP042-0139,1-1.jpg, https://www.megapap.com/image/catalog/products/GP042-0139,1-2.jpg, https://www.megapap.com/image/catalog/products/GP042-0139,1-3.jpg"
10535,216070,"GP042-0156,1",80.0,65.0,"Входно мебели Lores Megapap бяло - орех 80x31,3x41,5см.",Мебели за вътрешно пространство > Мебели за входа,MEGAPAP,"Входно мебели Lores Megapap от меламин цвят бял - орех 80x31,3x41,5см. Технически характеристики: 	Цвят: бял - орех	Размери: Дължина 80 x Дълбочина 31,3 x Височина 41,5 см.	Размери на рафта: Дължина 80 x Дълбочина 14,5 x Височина 29,5 см.	Дебелина на меламина: 18мм.	Рафтовата стойка - закачалка разполага с рафт за поставяне на декоративни елементи, както и осем метални куки за закачане на дрехи.	Изработен от ПДЧ с покритие от меламин с високо качество и устойчивост на износване и време.	Материалите за производство са безвредни за околната среда и здравето, не съдържат канцерогенни вещества и отговарят на европейските стандарти за качество Е1.	Разполага с сертификат TSE и ISO 9001.	Идеален за вашето домашно и професионално пространство. Внимание на имитациите: Подобни дизайни на мебели могат да се предлагат на пазара на по-ниска цена, но с различни материали за производство. Винаги проверявайте дебелината на ПДЧ и най-вече дали покритието е истински меламин или хартомеламин (Paperwood). Разликата в качеството и устойчивостта е голяма, меламинът и хартомеламинът нямат нищо общо помежду си. Забележки: Продуктът се доставя неасемблиран в заводската си опаковка с подробни инструкции за сглобяване. Цветовият нюанс на продукта може да се различава леко от фотографското му изображение на екрана ви.",In Stock,3,17.3,0.056448,,"https://www.megapap.com/image/catalog/products/GP042-0156,1-0.jpg","https://www.megapap.com/image/catalog/products/GP042-0156,1-1.jpg","https://www.megapap.com/image/catalog/products/GP042-0156,1-2.jpg","https://www.megapap.com/image/catalog/products/GP042-0156,1-3.jpg","https://www.megapap.com/image/catalog/products/GP042-0156,1-4.jpg","https://www.megapap.com/image/catalog/products/GP042-0156,1-5.jpg",,,,,,Брой пакети на брой: 1,"Дълбочина настроена см: 31,3","Кила опаковка кг: 17,3","Кило парче кг: 16,3","Кубичен контейнер cbm: 0,05","Кубичен кашон mmm: 0,05","Кубичен елемент cbm: 0,05","Обем на парче mmm: 0,05",Дължина на кутията см: 98,Дължина в см: 80,Дебелина на плочите в мм: 18,Ширина на кутията см: 36,Височина на кутията см: 16,"Височина в изправено положение см: 41,5",Материал на изработка: Меламин,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP042-0156,1-0.jpg, https://www.megapap.com/image/catalog/products/GP042-0156,1-1.jpg, https://www.megapap.com/image/catalog/products/GP042-0156,1-2.jpg, https://www.megapap.com/image/catalog/products/GP042-0156,1-3.jpg, https://www.megapap.com/image/catalog/products/GP042-0156,1-4.jpg, https://www.megapap.com/image/catalog/products/GP042-0156,1-5.jpg"
10538,216074,"GP042-0160,1",21.0,16.9,"Стенна рафт Jenika Megapap 2 части бяло 60x14,5x18см.",Мебели за вътрешни помещения > Стенни рафтове,MEGAPAP,"Стена рафт Jenika Megapap от 2 части от меламин, бял цвят 60x14,5x18см. Технически характеристики: 	Цвят: бял 	Размери на всяка част: Дължина 60 x Дълбочина 14,5 x Височина 18 см.	Дебелина на меламина: 18мм.	Изработена от ПДЧ с покритие от меламин с високо качество и устойчивост на износване и време.	Материалите за производство са безвредни за околната среда и здравето, не съдържат канцерогенни вещества и отговарят на европейските стандарти за качество Е1.	Разполага с сертификат TSE и ISO 9001.	Идеална за вашето домашно и професионално пространство. Внимание на имитациите: Подобни дизайни на мебели могат да се предлагат на пазара на по-ниска цена, но с различни материали за производство. Винаги проверявайте дебелината на ПДЧ и най-вече дали покритието е истински меламин или хартомеламин (Paperwood). Разликата в качеството и устойчивостта е голяма, меламинът и хартомеламинът нямат нищо общо помежду си. Забележки: Продуктът се доставя неасемблиран в заводската си опаковка с подробни инструкции за сглобяване. Цветовият нюанс на продукта може да се различава леко от фотографското му изображение на екрана ви.",In Stock,3,4.1,0.01474,24/11/2025,"https://www.megapap.com/image/catalog/products/GP042-0160,1-0.jpg","https://www.megapap.com/image/catalog/products/GP042-0160,1-1.jpg","https://www.megapap.com/image/catalog/products/GP042-0160,1-2.jpg","https://www.megapap.com/image/catalog/products/GP042-0160,1-3.jpg","https://www.megapap.com/image/catalog/products/GP042-0160,1-4.jpg",,,,,,,Брой пакети на брой: 1,"Дълбочина настроена см: 14,5","Кила опаковка кг: 4,1","Кило парче кг: 3,8","Кубичен контейнер cbm: 0,01","Кубичен кашон mmm: 0,01","Обем на брой cbm: 0,01","Кубичен елемент mmm: 0,01",Дължина на кутията см: 67,Дължина вдигната cm: 60,Дебелина на плочите в мм: 18,Ширина на кутията см: 20,Височина на кутията см: 11,Височина в изправено положение см: 18,Материал на изработка: Меламин,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP042-0160,1-0.jpg, https://www.megapap.com/image/catalog/products/GP042-0160,1-1.jpg, https://www.megapap.com/image/catalog/products/GP042-0160,1-2.jpg, https://www.megapap.com/image/catalog/products/GP042-0160,1-3.jpg, https://www.megapap.com/image/catalog/products/GP042-0160,1-4.jpg"
10540,216081,"GP042-0166,1",16.0,12.9,"Стенна рафт Happy Megapap бяло 87,4x14,5x14,5см.",Мебели за вътрешни помещения > Стенни рафтове,MEGAPAP,"Стена рафт Happy Megapap от меламин, бял цвят 87,4x14,5x14,5см. Технически характеристики: 	Цвят: бял	Размери: Дължина 87,4 x Дълбочина 14,5 x Височина 14,5 см.	Дебелина на меламина: 18мм.	Изработена от ПДЧ с покритие от меламин с високо качество и устойчивост на износване и време.	Материалите за производство са безвредни за околната среда и здравето, не съдържат канцерогенни вещества и отговарят на европейските стандарти за качество Е1.	Разполага с сертификат TSE и ISO 9001.	Идеална за вашето домашно и професионално пространство. Внимание на имитациите: Подобни дизайни на мебели могат да се предлагат на пазара на по-ниска цена, но с различни материали за производство. Винаги проверявайте дебелината на ПДЧ и най-вече дали покритието е истински меламин или хартомеламин (Paperwood). Разликата в качеството и устойчивостта е голяма, меламинът и хартомеламинът нямат нищо общо помежду си. Забележки: Продуктът се доставя неасемблиран в заводската си опаковка с подробни инструкции за сглобяване. Цветовият нюанс на продукта може да се различава леко от фотографското му изображение на екрана ви.",In Stock,4,2.7,0.014,,"https://www.megapap.com/image/catalog/products/GP042-0166,1-0.jpg","https://www.megapap.com/image/catalog/products/GP042-0166,1-1.jpg","https://www.megapap.com/image/catalog/products/GP042-0166,1-2.jpg","https://www.megapap.com/image/catalog/products/GP042-0166,1-3.jpg","https://www.megapap.com/image/catalog/products/GP042-0166,1-4.jpg",,,,,,,Брой пакети на брой: 1,"Дълбочина настроена см: 14,5","Кила опаковка кг: 2,7","Кило парче кг: 2,5","Кубичен контейнер cbm: 0,01","Кубичен кашон mmm: 0,01","Обем на брой cbm: 0,01","Кубичен елемент mmm: 0,01",Дължина на кутията см: 70,"Дължина в положение cm: 87,4",Дебелина на плочите в мм: 18,Ширина на кутията см: 20,Височина на кутията см: 10,"Височина в изправено положение см: 14,5",Материал на изработка: Меламин,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP042-0166,1-0.jpg, https://www.megapap.com/image/catalog/products/GP042-0166,1-1.jpg, https://www.megapap.com/image/catalog/products/GP042-0166,1-2.jpg, https://www.megapap.com/image/catalog/products/GP042-0166,1-3.jpg, https://www.megapap.com/image/catalog/products/GP042-0166,1-4.jpg"
10545,216077,"GP042-0163,1",47.0,36.9,"Стенна рафт Juke Megapap орех 81,8x18x80см.",Мебели за вътрешни помещения > Стенни рафтове,MEGAPAP,"Стена рафт Juke Megapap от меламин, цвят орех 81,8x18x80см. Технически характеристики: 	Цвят: орех	Размери: Дължина 81,8 x Дълбочина 18 x Височина 80 см.	Дебелина на меламина: 18мм.	Изработена от ПДЧ с покритие от меламин с високо качество и устойчивост на износване и време.	Материалите за производство са безвредни за околната среда и здравето, не съдържат канцерогенни вещества и отговарят на европейските стандарти за качество Е1.	Разполага с сертификат TSE и ISO 9001.	Идеална за вашето домашно и професионално пространство. Внимание на имитациите: Подобни дизайни на мебели могат да се предлагат на пазара на по-ниска цена, но с различни материали за производство. Винаги проверявайте дебелината на ПДЧ и най-вече дали покритието е истински меламин или хартомеламин (Paperwood). Разликата в качеството и устойчивостта е голяма, меламинът и хартомеламинът нямат нищо общо помежду си. Забележки: Продуктът се доставя неасемблиран в заводската си опаковка с подробни инструкции за сглобяване. Цветовият нюанс на продукта може да се различава леко от фотографското му изображение на екрана ви.",In Stock,6,8.3,0.024012,,"https://www.megapap.com/image/catalog/products/GP042-0163,1-0.jpg","https://www.megapap.com/image/catalog/products/GP042-0163,1-1.jpg","https://www.megapap.com/image/catalog/products/GP042-0163,1-2.jpg","https://www.megapap.com/image/catalog/products/GP042-0163,1-3.jpg","https://www.megapap.com/image/catalog/products/GP042-0163,1-4.jpg","https://www.megapap.com/image/catalog/products/GP042-0163,1-5.jpg",,,,,,Брой пакети на брой: 1,Дълбочина настроена см: 18,"Кила опаковка кг: 8,3","Кило парче кг: 7,7","Кубичен контейнер cbm: 0,02","Кубичен кашон mmm: 0,02","Обем на парче cbm: 0,02","Кубичен елемент mmm: 0,02",Дължина на кутията см: 87,"Дължина в положение cm: 81,8",Дебелина на плочите в мм: 18,Ширина на кутията в см: 23,Височина на кутията см: 12,Височина в см: 80,Материал на изработка: Меламин,Бройки в кутията: 1,K/D: YES,,,,,,,,,,,,,,,,,,"https://www.megapap.com/image/catalog/products/GP042-0163,1-0.jpg, https://www.megapap.com/image/catalog/products/GP042-0163,1-1.jpg, https://www.megapap.com/image/catalog/products/GP042-0163,1-2.jpg, https://www.megapap.com/image/catalog/products/GP042-0163,1-3.jpg, https://www.megapap.com/image/catalog/products/GP042-0163,1-4.jpg, https://www.megapap.com/image/catalog/products/GP042-0163,1-5.jpg"
